Tittle_Name,tmdb_id,name,media_type,vote_average,vote_count,popularity,release_date,runtime,genres,director,top_cast,overview
"""Beyond the Bar",61194,Além da Barreira do Tempo,movie,6.0,46,0.9094,1960-09-08,75.0,Ficção científica,Edgar G. Ulmer,"Robert Clarke, Darlene Tompkins, Vladimir Sokoloff, Boyd 'Red' Morgan, Stephen Bekassy",
"""Amor Esquecido""",1081676,Amor Esquecido,movie,7.858,342,2.2955,2023-09-26,140.0,"Drama, Romance",Michał Gazda,"Leszek Lichota, Maria Kowalska, Ignacy Liss, Anna Szymańczyk, Izabela Kuna","Após perder a família e a memória, um ex-cirurgião tem uma oportunidade de redenção ao se reconectar com uma figura do passado."
"""Crouching Tiger, Hidden Dragon",263341,O Tigre e o Dragão - A Espada do Destino,movie,6.157,708,4.4817,2016-02-18,103.0,"Ação, Aventura, Drama",Yuen Woo-ping,"Donnie Yen, Michelle Yeoh, Jason Scott Lee, Natasha Liu Bordizzo, Harry Shum Jr.","Ambientado 20 anos após os acontecimentos de O Tigre e o Dragão, O Tigre e o Dragão: A Espada do Destino traz os mestres Yu Shu-Lien (Michelle Yeoh), Tie-Fang (Harry Shum Jr.), Meng Sizhao (Donnie Yen) e Snow Vase (Natasha Liu Bordizzo) de volta. Juntos, eles terão que unir forças para defender a lendária espada Destino Verde das mãos do temido Hades Dai (Jason Scott Lee)."
"""Trailer 3",438880,Trailer Trauma 3: 80s Horrorthon,movie,6.0,1,0.3627,2016-12-26,439.0,Terror,,,
"""The Pride of the Temp",37425,A Profissional Exemplar,tv,7.3,6,5.4895,2007-01-10,,"Drama, Comédia",,"篠原涼子, Kotaro Koizumi, 勝地涼, 大泉洋, 安田顕","Haruko Omae salva qualquer empresa em crise, mas não aceita fazer hora extra, bajular chefes nem trabalhar mais de três meses no mesmo lugar."
"""A Mãe do Ano""",1107872,A Mãe do Ano,movie,5.822,244,1.3085,2023-05-24,94.0,"Thriller, Ação",Mateusz Rakowicz,"Agnieszka Grochowska, Adrian Delikta, Dariusz Chojnacki, Paulina Chruściel, Paweł Koślik",A ex-agente especial Nina volta para a ativa depois que o filho que ela nunca teve a chance de conhecer é sequestrado.
"""A Profissional""",37425,A Profissional Exemplar,tv,7.3,6,5.4895,2007-01-10,,"Drama, Comédia",,"篠原涼子, Kotaro Koizumi, 勝地涼, 大泉洋, 安田顕","Haruko Omae salva qualquer empresa em crise, mas não aceita fazer hora extra, bajular chefes nem trabalhar mais de três meses no mesmo lugar."
"""O Gambito da Rainha",87739,O Gambito da Rainha,tv,8.445,5336,14.5404,2020-10-23,,Drama,,"Anya Taylor-Joy, Chloe Pirrie","Durante a Guerra Fria, em um orfanato do Kentucky, uma garota prodígio do xadrez luta contra o vício para se tornar a número um do mundo."
"""Anne with an E",70785,"Anne com um ""E""",tv,8.653,4886,20.939,2017-03-19,,"Drama, Família",,"Amybeth McNulty, Geraldine James, R.H. Thomson, Lucas Jade Zumann, Joanna Douglas","O mundo de Green Gables que Anne tanto adora se expande com novas pessoas e emocionantes histórias de amor, perdas e amadurecimento."
"""My Mister",25641,Meu Primeiro Homem,movie,6.485,67,0.9231,2001-10-12,109.0,"Comédia, Drama, Romance",Christine Lahti,"Albert Brooks, Leelee Sobieski, Desmond Harrington, Carol Kane, Mary Kay Place","Uma garota de 17 anos de língua ferina, tatuada, cheia de piercings e fissurada em cemitérios resolve se candidatar a emprego de vendedora em butique conservadora para ficar independente. Aos poucos se aproxima do chefe solitário e certinho."
"""Journey 2",526955,The Journey - Histórias da Copa do Mundo da FIFA de 2010,movie,0.0,0,0.251,2011-07-05,72.0,Documentário,Julien Bertin,"John Hurt, Desmond Tutu, François Pienaar, Aaron Mokoena, Hugh Masekela","Relembre a trajetória da Copa de 2010, que transcendeu o futebol."
"""Our Blues",1519651,Our Blues Make Us Gold,movie,0.0,0,0.0,,100.0,,,,
"""Kill Bill",24,Kill Bill: Volume 1,movie,7.971,18623,19.6181,2003-10-10,111.0,"Ação, Crime",Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine","A ex-assassina conhecida apenas como ""A Noiva"" acorda de um coma de quatro anos decidida a se vingar de Bill, seu ex-amante e chefe, que tentou matá-la no dia do casamento. Ela está motivada a acertar as contas com cada uma das pessoas envolvidas com a perda da filha, da festa de casamento e dos quatro anos da sua vida. Na jornada, ""A Noiva"" é submetida a dores físicas agoniantes ao enfrentar a inescrupulosa gangue de Bill, o Esquadrão Assassino de Víboras Mortais."
"""Angel's Last Mission",88974,O Anjo do Amor,tv,8.1,244,6.3419,2019-05-22,,"Drama, Comédia",Lee Jung-sub,"신혜선, 엘, 이동건, 김보미, 도지원","Dan é um anjo encrenqueiro e otimista. Yeon Seo é uma bailarina que não acredita no amor. Dan então recebe uma missão, a de encontrar o verdadeiro amor para Yeon Seo, caso consiga, poderá voltar para o céu. Mas Dan logo se apaixona por ela."
"""Mr. Queen",108261,Sr. Rainha,tv,8.526,470,9.5339,2020-12-12,,"Drama, Comédia, Sci-Fi & Fantasy",Yun Seong-sik,"신혜선, 김정현, 배종옥, 김태우, Seol In Ah","Um chef viaja no tempo e acorda no corpo de uma rainha do século 19. Até encontrar uma maneira de voltar para casa, vai ser preciso se virar na corte real."
"""Oh My Venus",64320,Minha Vênus,tv,8.082,378,6.3987,2015-11-16,,"Comédia, Drama",Kim Hyung-suk,"소지섭, 신민아, 정겨운, 유인영, 성훈","Depois de 15 anos de namoro, uma advogada leva um fora do namorado por ter ganhado peso. Com a ajuda de um personal trainer, ela quer voltar à forma e mudar de vida."
"""The Chosen",85077,The Chosen: Os Escolhidos,tv,8.665,762,47.1428,2019-04-21,,"Drama, Família, Action & Adventure",Dallas Jenkins,"Jonathan Roumie, Shahar Isaac, Elizabeth Tabish, Paras Patel, Noah James","Aprofundando-se nas histórias de fundo e no contexto das pessoas e eventos dos evangelhos, a Primeira Temporada do projeto de mídia de maior financiamento coletivo pelo público de todos os tempos apresenta pessoas como Simão Pedro, Nicodemos, Maria Madalena, Mateus e, claro, Jesus de uma forma nunca antes vista em filme."
"""Tale of the Nine Tailed",1324414,Bạn Trai Tôi Là Hồ Ly 2 - Tale of the Nine Tailed 1938,movie,0.0,0,0.0071,,0.0,,,,
"""Tastefully Yours",281006,Gostinho de Amor,tv,8.442,60,4.8628,2025-05-12,,"Comédia, Drama",Park Dan-hee,"Kang Ha Neul, Go Min Si, Kim Shin Rok, Yoo Su Bin, 배나라","Em busca do estrelato culinário, um herdeiro arrogante conhece uma chef discreta, mas teimosa, e se encanta com suas receitas. Seria o início de um romance improvável?"
"""Furiosa",786892,Furiosa: Uma Saga Mad Max,movie,7.454,4686,13.5553,2024-05-22,148.0,"Ação, Ficção científica, Aventura",George Miller,"Anya Taylor-Joy, Chris Hemsworth, Tom Burke, Alyla Browne, George Shevtsov","Quando o mundo entra em colapso, a jovem Furiosa é sequestrada do Green Place das Muitas Mães e cai nas mãos da horda de motoqueiros liderada pelo Senhor da Guerra Dementus. Vagando pelo deserto condenado, eles encontram a Cidadela controlada por Immortan Joe. Enquanto os dois tiranos lutam por poder e controle, Furiosa terá que sobreviver a muitos desafios para encontrar e trilhar o caminho de volta para casa."
"""Mad Max",76341,Mad Max: Estrada da Fúria,movie,7.6,23791,20.6381,2015-05-13,120.0,"Ação, Aventura, Ficção científica",George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Josh Helman","Em um mundo apocalíptico, Max Rockatansky acredita que a melhor forma de sobreviver é não depender de ninguém. Porém, após ser capturado pelo tirano Immortan Joe e seus rebeldes, Max se vê no meio de uma guerra mortal, iniciada pela imperatriz Furiosa que tenta salvar um grupo de garotas. Também tentando fugir, Max aceita ajudar Furiosa. Dessa vez, o tirano Joe está ainda mais implacável pois teve algo insubstituível roubado."
"""Jack Reacher",75780,Jack Reacher: O Último Tiro,movie,6.654,7506,8.2807,2012-12-20,130.0,"Crime, Drama, Thriller, Ação",Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo, Werner Herzog","O ex-investigador militar Jack Reacher surge das páginas do livro de Lee Child e invade as telas, neste explosivo filme de suspense que os críticos consideram ""um thriller superior"". Quando cinco pessoas são assassinadas e todas as evidências apontam alguém que jura ser inocente, somente um homem está treinado para pegar os verdadeiros criminosos. A lei tem limites, mas Jack Reacher não, neste sucesso de ação máxima."
"""Jason Bourne""",324668,Jason Bourne,movie,6.37,6096,6.9321,2016-07-27,123.0,"Ação, Aventura, Thriller",Paul Greengrass,"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel, Julia Stiles","Afastado da CIA há 10 anos, o agente Jason Bourne retorna ao campo de batalha para enfrentar uma rede sinistra que utiliza tecnologia e terror para se manter no poder."
"""O ultimato Bourne""",2503,O Ultimato Bourne,movie,7.434,8215,8.1716,2007-08-03,115.0,"Ação, Drama, Mistério, Thriller",Paul Greengrass,"Matt Damon, Julia Stiles, David Strathairn, Scott Glenn, Paddy Considine","Procurado pela CIA, o assassino Jason Bourne viaja pelo mundo tentando reconstruir o próprio passado e descobrir a verdadeira identidade."
"""Você Estava Lá",271885,Você Estava Lá,tv,8.04,75,8.6638,2025-11-07,,"Crime, Drama, Mistério",,"전소니, 이유미, 장승조, 이무생",Duas mulheres decidem cometer um assassinato para acabar com um casamento abusivo. Até que uma visita inesperada ameaça tudo o que elas planejaram.
"""A Supremacia Bourne""",2502,A Supremacia Bourne,movie,7.325,8011,7.583,2004-07-23,108.0,"Ação, Drama, Thriller",Paul Greengrass,"Matt Damon, Franka Potente, Brian Cox, Julia Stiles, Karl Urban","Jason Bourne está vivendo na Índia quando é enquadrado por um agente russo, Kirill, pelo roubo de milhões da CIA. Kirill começa a perseguir Bourne com a intenção de assassiná-lo, mas, por engano, mata a namorada de Bourne, Marie. Jurando vingança, Bourne se propõe a provar sua inocência e trazer os culpados à justiça."
"""Sonhos de Trem""",1241983,Sonhos de Trem,movie,7.324,761,15.2258,2025-11-05,102.0,Drama,Clint Bentley,"Joel Edgerton, Felicity Jones, Nathaniel Arcand, Clifton Collins Jr., John Diehl",Um lenhador leva uma vida tranquila enquanto lida com o amor e a perda em uma época de profundas transformações nos Estados Unidos do começo do século XX.
"""O Legado Bourne""",49040,O Legado Bourne,movie,6.24,6027,8.9294,2012-08-08,135.0,"Ação, Thriller",Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Stacy Keach, Dennis Boutsikaris","Eric Byer é encarregado de apagar os rastros que possam incriminar o governo em projetos sigilosos. Um deles é o Outcome, projeto que pretende suprimir a dor e aumentar a sensibilidade, inteligência e força dos agentes por meio de remédios. Com o fim do Outcome, os agente passam a ser eliminados a mando do próprio governo. No entanto, Aaron Cross consegue escapar e vai à casa da Dra. Martha Shearing atrás de respostas. Juntos, eles precisam sobreviver enquanto Aaron sofre da abstinência forçada."
"""Truque de Mestre",425274,Truque de Mestre: O 3° Ato,movie,6.526,1137,56.8324,2025-11-12,112.0,"Thriller, Crime, Mistério",Ruben Fleischer,"Jesse Eisenberg, Dominic Sessa, Ariana Greenblatt, Justice Smith, Rosamund Pike","Os Quatro Cavaleiros estão de volta com uma nova geração de ilusionistas e uma trama cheia de reviravoltas, mágicas e surpresas, em um truque que envolve a joia mais valiosa do mundo."
"""Truque de Mestre""",425274,Truque de Mestre: O 3° Ato,movie,6.526,1137,56.8324,2025-11-12,112.0,"Thriller, Crime, Mistério",Ruben Fleischer,"Jesse Eisenberg, Dominic Sessa, Ariana Greenblatt, Justice Smith, Rosamund Pike","Os Quatro Cavaleiros estão de volta com uma nova geração de ilusionistas e uma trama cheia de reviravoltas, mágicas e surpresas, em um truque que envolve a joia mais valiosa do mundo."
"""Hunter X Hunter (2011)",46298,Hunter x Hunter,tv,8.7,2041,55.7679,2011-10-02,,"Animação, Action & Adventure, Sci-Fi & Fantasy",,"Megumi Han, Mariya Ise, Issei Futamata, Miyuki Sawashiro, Keiji Fujiwara","Monstros amedrontadores, criaturas exóticas, riquezas vastas, tesouros misteriosos, terras vis e terras inexploradas... Gon parte em uma aventura para se tornar um caçador profissional que arrisca a própria vida em busca do desconhecido. Pelo caminho, ele conhece outros participantes da Prova dos Caçadores: Kurapika, Leorio e Killua. Será Gon capaz de vencer os grandes desafios da Prova de Caçadores e se tornar o melhor do mundo? Esta jornada selvagem e épica está prestes a começar!!"
"""Recursos Humanos",94252,Recursos Humanos,tv,6.58,137,8.2249,2022-03-18,,"Animação, Comédia",,"Aidy Bryant, Randall Park, Keke Palmer, David Thewlis, Brandon Kyle Goodman","Neste spin-off de Big Mouth, Besouros do Amor, Monstros Hormonais e outras criaturas vivem romances e dramas no trabalho enquanto atendem seus clientes humanos."
"""O Pior Vizinho do Mundo""",937278,O Pior Vizinho do Mundo,movie,7.8,3478,10.9319,2022-12-28,126.0,"Comédia, Drama",Marc Forster,"Tom Hanks, Mariana Treviño, Cameron Britton, Mack Bayda, Manuel Garcia-Rulfo","A história de Otto Anderson, um viúvo mal-humorado que está muito preso aos seus hábitos. Quando uma jovem família animada se muda ao lado, ele conhece sua igual em Marisol, esperta e grávida, o que leva a uma amizade improvável que vai deixar o mundo de Otto de cabeça para baixo."
"""Dexter",4229,O Laboratório de Dexter,tv,7.7,866,28.2087,1996-04-28,,"Animação, Comédia, Sci-Fi & Fantasy",,"Candi Milo, Kat Cressida, Jeff Bennett, Kath Soucie, Eddie Deezen","Para Dexter, todo dia é um grande dia para a ciência! Dexter é um jovem gênio que planeja aventuras longe dos olhos atentos de seus pais. Ele somente é interrompido por sua irmã mais velha, Dee Dee."
"""Big Mouth",155226,Big Mouth: De Vigarista a Vingador,tv,8.291,321,10.7056,2022-07-29,,"Mistério, Drama, Crime",오충환,"Lee Jong-suk, 윤아, 김주헌, 곽동연, 양경원","Um advogado com uma taxa de sucesso de dez por cento é pego em um caso de assassinato e se torna Big Mouse, o vigarista notório e genial, da noite para o dia. Para sobreviver e proteger sua família, ele tenta revelar a verdadeira face das pessoas privilegiadas envolvidas em uma enorme conspiração."
"""Law & Order",549,Lei & Ordem,tv,7.3,669,250.4626,1990-09-13,,"Crime, Drama",,"Reid Scott, Maura Tierney, Tony Goldwyn, Hugh Dancy, Odelya Halevi","O drama mostra o processo complicado de determinar a culpa ou a inocência, quando vidas estão em jogo. Muitas vezes inspirado pelas notícias mais recentes, o enredo destaca dilemas éticos e pessoais."
"""Olympo",259669,Olympo,tv,7.7,141,5.5825,2025-06-20,,"Drama, Mistério",,"Clara Galle, Nuno Gallego, Nira Osahia, Agustín Della Corte, María Romanillos","Depois que uma nadadora desmaia em um centro esportivo de alto rendimento, Amaia decide investigar os riscos que os atletas estão correndo para alcançar suas ambições."
"""Respira",1291932,O Ar Que Ele Respira,movie,6.8,9,0.6596,2024-08-22,106.0,"Drama, Romance",Rachel Annette Helson,"Ryan Carnes, Kelcie Stranahan, Charlotte Ann Tucker, Cindy Hogan, Pressly Coker","Acompanha Elizabeth e Tristan, que encontram consolo e cura na companhia um do outro após sofrerem perdas devastadoras. Enquanto lidam com a dor e os traumas do passado, eles descobrem o poder do amor e das segundas chances."
"""Tropa de Elite""",2321,A Unidade: Tropa de Elite,tv,7.3,206,24.035,2006-03-07,,"Action & Adventure, Drama",,"Dennis Haysbert, Regina Taylor, Scott Foley, Audrey Marie Anderson, Max Martini","Centrada na vida de uma unidade militar ultra-secreta, baseada no exército americano de operações especial chamado Delta Force (ou Força Delta). Mescla a vida pessoal dos membros da unidade, como manejam seus relacionamentos amorosos e familiares com suas missões de alto risco em terras internacionais."
